,name,price,rating,features
531,Nervfit Maverick Smartwatch,"₹1,996",56,"Bluetooth 5.2, GPS, Voice Calling, 1.78 inches Touch Display, Water Resistant, 5 m, Scratch Resistant, Heart Rate Monitor, Altimeter, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
532,BlitzWolf BW-AT4 Smartwatch,"₹2,999",,"Bluetooth, Bluetooth Calling, 1.52 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
533,Fitbit Ace LTE Kids Smartwatch,"₹18,999",,"Touch Display, Water Resistant, 50 m, Pedometer, Sleep Monitor, Step Count, 16 hours Battery, Alarm Clock, Stopwatch, Timer, Touch Screen, Color, Step Count, Pedometer"
534,Doogee DG Venus Smartwatch,"₹3,599",,"Bluetooth 5.0, 160 KB RAM, 64 MB Inbuilt, 1.09 inches Display, Water Resistant, IP68, Heart Rate Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Realtek8762CK CPU, Alarm Clock, Stopwatch, Reminder, Timer"
535,Cultsport Forge XR Smartwatch,"₹2,199",50,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 8 days Battery"
536,boAt Wave Fortune Smartwatch,"₹3,299",,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
537,Promate Xwatch B18 Smartwatch,"₹2,799",51,"Bluetooth 5.1, Bluetooth Calling, 192 KB RAM, 64 MB Inbuilt, 1.8 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
538,Mobvoi TicWatch Pro Enduro Smartwatch,"₹34,999",,"Wi-Fi, Bluetooth 5.2, GPS, NFC, Bluetooth Calling, 2 GB RAM, 32 GB Inbuilt, 1.43 inches Touch Display, Water Resistant, 5ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
539,Maxima Max Pro Coral Plus Smartwatch,"₹1,499",,"Bluetooth 5.2, Bluetooth Calling, 1.96 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 3 days Battery"
540,pTron Force X13 Smartwatch,₹999,,"Bluetooth, Bluetooth Calling, 1.82 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
541,Oukitel BT80 Smartwatch,"₹4,499",52,"Bluetooth 5.2, Bluetooth Calling, 2.13 inches Touch Display, Water Resistant, 20 m, 2ATM, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
542,Vivo Watch 4,"₹15,999",76,"Bluetooth 5.2, GPS, NFC, 4G, Voice Calling, 4 GB RAM, 64 MB Inbuilt, 1.45 inches Touch Display, Water Resistant, 50 m, 5ATM, Dust Proof, Heart Rate Monitor"
543,Fastrack Xtreme Pro Smartwatch,"₹3,999",52,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
544,Boult Rogue Smartwatch,"₹2,849",,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
545,Fire Boltt Retro Smartwatch,"₹1,799",50,"Bluetooth 5.0, Bluetooth Calling, 1.54 inches Touch Display, Water Resistant, 1 m, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
546,Noise NoiseFit Origin Smartwatch,"₹5,999",51,"Bluetooth, Bluetooth Calling, 1.46 inches Touch Display, Water Resistant, 30 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
547,boAt Lunar Oasis Smartwatch,"₹3,799",,"Bluetooth 5.3, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
548,Fire Boltt Brillia Smartwatch,"₹1,999",50,"Bluetooth 5.2, Bluetooth Calling, 2.02 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 6 days Battery"
549,Maxima Max Pro X7 Smartwatch,"₹1,699",,"Bluetooth, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
550,Itel Icon 4 Smartwatch,"₹1,999",,"Bluetooth 5.3, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
551,Fire Boltt Apollo 4 Smartwatch,"₹1,999",52,"Bluetooth 5.0, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 1 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
552,Maxima Max Pro Coral Lite Smartwatch,"₹1,499",,"Bluetooth 5.2, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, Pedometer, Sleep Monitor, Step Count, 3 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
553,Fire Boltt Rise Steel Ultra Smartwatch,"₹1,599",,"Bluetooth 5.0, Bluetooth Calling, 1.91 inches Touch Display, Water Resistant, 1 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
554,Cellecor M4 Rush Smartwatch,₹999,51,"Bluetooth 5.2, GPS, Bluetooth Calling, 1.91 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
555,Fire Boltt Ninja Pro Max Ultra 2 Smartwatch,"₹1,399",,"Bluetooth, Bluetooth Calling, 2 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 6 days Battery"
556,Fire Boltt Stellaris Smartwatch,"₹1,999",,"Bluetooth 5.0, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, 1 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
557,Croma Stride LB Smartwatch,"₹2,799",,"Bluetooth 5.2, Bluetooth Calling, 2 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
558,Itel ‎2 Ultra Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 2 inches Touch Display, Water Resistant, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 12 days Battery"
559,Fire Boltt Zenith Smartwatch,"₹1,799",,"Bluetooth 5.0, Bluetooth Calling, 1.78 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, 5 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
560,Fire Boltt Moonwatch Smartwatch,"₹1,799",,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
561,Fastrack Phantom Smartwatch,"₹3,995",,"Bluetooth 5.3, Bluetooth Calling, 1.85 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 1 year Warranty"
562,Fire Boltt Astra Smartwatch,"₹2,099",,"Bluetooth 5.0, Bluetooth Calling, 1.28 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
563,Imoo Watch Phone Z7,"₹14,999",,"GPS, 4G, Voice Calling, Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
564,Noise Airtel Payments Bank Smartwatch,"₹2,999",,"Bluetooth, NFC, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
565,Black Shark GT3 Smartwatch,"₹2,828",61,"Bluetooth, Bluetooth Calling, 2 GB RAM, 1.96 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
566,Itel Icon 3 Smartwatch,"₹1,499",,"Bluetooth 5.3, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
567,Honor Watch GS 4,"₹14,999",68,"Bluetooth 5.0, GPS, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, 5ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
568,Noise NoiseFit Evolve 5 Smartwatch,"₹2,999",53,"Bluetooth 5.3, Bluetooth Calling, 1.53 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
569,Cellecor Twist M6 Smartwatch,"₹1,299",50,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, 1.5 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
570,Cellecor M2 Aqua Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
571,Asus VivoWatch 6,"₹15,999",52,"Bluetooth, GPS, 1.36 inches Touch Display, Water Resistant, 50 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 1 year Warranty"
572,Oppo Watch X,"₹12,999",,"Wi-Fi, Bluetooth 5.0, GPS, NFC, Bluetooth Calling, 2 GB RAM, 32 GB Inbuilt, 1.43 inches Touch Display, Water Resistant, 50 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
573,Boult Dive Pro Smartwatch,"₹1,999",,"Bluetooth 5.1, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Step Count"
574,Titan Traveller Smartwatch,"₹6,695",52,"Bluetooth 5.3, GPS, Bluetooth Calling, 1.78 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Step Count"
575,Timex Tough Smartwatch,"₹4,896",56,"Bluetooth, Bluetooth Calling, 270 KB RAM, 1.43 inches Touch Display, Water Resistant, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
576,boAt Ultima Rise Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer"
577,Motorola Moto Watch 40,"₹5,299",50,"Bluetooth 5.0, Bluetooth Calling, 1.57 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
578,Garmin Forerunner 165 Smartwatch,"₹26,990",78,"Wi-Fi, Bluetooth, GPS, NFC, 4 GB Inbuilt, 1.2 inches Touch Display, Water Resistant, 50 m, 5 ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
579,Cellecor Blaze M9 Pro Smartwatch,"₹1,299",,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
580,Fire Boltt Spectre Smartwatch,"₹1,799",54,"Bluetooth 5.0, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, 1 m, IP68, Scratch Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
581,Promate ProWatch AM19 Smartwatch,"₹5,999",55,"Bluetooth 5.2, Bluetooth Calling, 578 KB RAM, 640 KB Inbuilt, 1.96 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
582,Nervfit Absolute Smartwatch,"₹1,211",,"Bluetooth, Bluetooth Calling, 2.1 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, Alarm Clock, Stopwatch, Reminder, Timer, 1 year Warranty"
583,Fastrack Revoltt XR1 Smartwatch,"₹1,499",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
584,Nu Republic Creed Max Smartwatch,"₹2,199",55,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
585,Masimo Freedom Smartwatch,"₹8,339",,"Bluetooth, Bluetooth Calling, Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
586,Cult Ace X1 Smartwatch,"₹7,999",53,"Bluetooth 5.2, Bluetooth Calling, 2.04 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
587,Promate Xwatch R19 Smartwatch,"₹5,999",61,"Bluetooth 5.1, Bluetooth Calling, 1.53 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
588,Zeblaze Ares 3 Pro,"₹2,399",59,"Bluetooth 5.2, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
589,iQOO Watch LTE,"₹14,999",79,"Bluetooth 5.2, GPS, NFC, 3G, 4G, Voice Calling, 4 GB RAM, 64 MB Inbuilt, 1.43 inches Touch Display, Water Resistant, 50 m, 5ATM, Dust Proof, Heart Rate Monitor"
590,Fossibot W101 Smartwatch,"₹5,899",66,"Bluetooth 5.2, GPS, Bluetooth Calling, 256 MB Inbuilt, 1.43 inches Touch Display, Water Resistant, 10 m, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor"
591,Noise ColorFit Pro 6 Smartwatch,"₹5,999",55,"Bluetooth 5.3, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, 50 m, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
592,Kospetfit iHeal 5 Smartwatch,"₹3,799",,"Bluetooth, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
593,Fastrack Limitless Classic Smartwatch,"₹2,499",50,"Bluetooth 5.3, Bluetooth Calling, 1.9 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
594,Fastrack Rogue Smartwatch,"₹1,799",,"Bluetooth 5.3, Bluetooth Calling, 1.38 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
595,Play PlayFit Dial 4S Smartwatch,"₹1,499",,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
596,Fastrack Active Smartwatch,"₹3,995",,"Bluetooth 5.3, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1.5 m, IP68, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery"
597,Black Shark S1 Classic Smartwatch,"₹5,599",51,"Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 12 days Battery"
598,Haylou Watch R8,"₹3,199",55,"Bluetooth 5.3, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, IP68, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
599,Noise ColorFit Caliber Max Smartwatch,"₹1,499",,"Bluetooth, Bluetooth Calling, 1.85 inches Touch Display, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 7 days Battery, Alarm Clock, Stopwatch, Reminder, Timer"
600,boAt Enigma Z20 Smartwatch,"₹2,499",50,"Bluetooth, Bluetooth Calling, 1.51 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
601,Noise ColorFit Vivid Call 2 Smartwatch,"₹1,999",,"Bluetooth 5.3, Bluetooth Calling, 1.85 inches Touch Display, Water Resistant, IP68, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
602,boAt Enigma Z40 Smartwatch,"₹2,499",50,"Bluetooth, Bluetooth Calling, 1.32 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
603,boAt Enigma Switch Smartwatch,"₹3,699",50,"Bluetooth, Bluetooth Calling, 1.39 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
604,boAt Enigma X400 Smartwatch,"₹8,499",59,"Bluetooth, Bluetooth Calling, 1.45 inches Touch Display, Water Resistant, IP67, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
605,Endefo Enfit Neo Smartwatch,"₹1,999",,"Bluetooth, Bluetooth Calling, 1.9 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
606,Endefo Enfit Neo Pro Smartwatch,"₹2,499",,"Bluetooth, Bluetooth Calling, 2.01 inches Touch Display, Water Resistant, IP67, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Blood Pressure Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count"
607,Cellecor Stew Smartwatch,₹799,,"Bluetooth 5.1, Bluetooth Calling, 1.83 inches Touch Display, Water Resistant, 1.5 m, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Pedometer, Sleep Monitor, Calorie Count, Step Count, 5 days Battery"
608,Huawei Watch GT 4 Christmas Edition,"₹25,299",70,"Wi-Fi, Bluetooth 5.1, NFC, Bluetooth Calling, 1.43 inches Touch Display, Water Resistant, 50 m, 5 ATM, Scratch Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count"
609,Withings ScanWatch Nova Smartwtach,"₹49,999",59,"Bluetooth, GPS, NFC, 0.63 inches Display, Water Resistant, 100 m, 10ATM, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor, Altimeter, Pedometer, Sleep Monitor, Calorie Count, Step Count, Stopwatch, Reminder, Timer"
610,Xiaomi Watch H1,"₹14,999",62,"Wi-Fi, Bluetooth, GPS, NFC, 3G, 4G, Voice Calling, 1.4 inches Touch Display, Water Resistant, Dust Proof, Heart Rate Monitor, SpO2 (Blood Oxygen) Monitor"
